,Unnamed: 0,reaction,solved,input_reaction,rules,solved_by,confidence,R-ids,datasets,correct_reaction,wrong_reactions
218,218,[O:25]([CH3:26])[C:23](=[O:24])[C:18]([C:27]([O:29][CH3:30])=[O:28])([CH2:17][C:15](=[O:16])[C:12]=1[CH:13]=[CH:14][C:9](=[CH:10][CH:11]=1)[CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])[NH:19][C:20]([CH3:21])=[O:22]>>[CH2:23]([OH:24])[C:18]([CH2:27][OH:28])([CH2:17][CH:15]([C:12]1=[CH:11][CH:10]=[C:9]([CH:14]=[CH:13]1)[CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])[OH:16])[NH2:19],False,[O:25]([CH3:26])[C:23](=[O:24])[C:18]([C:27]([O:29][CH3:30])=[O:28])([CH2:17][C:15](=[O:16])[C:12]=1[CH:13]=[CH:14][C:9](=[CH:10][CH:11]=1)[CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])[NH:19][C:20]([CH3:21])=[O:22]>>[CH2:23]([OH:24])[C:18]([CH2:27][OH:28])([CH2:17][CH:15]([C:12]1=[CH:11][CH:10]=[C:9]([CH:14]=[CH:13]1)[CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])[OH:16])[NH2:19],,,,['golden_dataset_719'],['golden_dataset'],,['[O:25]([CH3:26])[C:23](=[O:24])[C:18]([C:27]([O:29][CH3:30])=[O:28])([CH2:17][C:15](=[O:16])[C:12]=1[CH:13]=[CH:14][C:9](=[CH:10][CH:11]=1)[CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])[NH:19][C:20]([CH3:21])=[O:22]>>[CH2:23]([OH:24])[C:18]([CH2:27][OH:28])([CH2:17][CH:15]([C:12]1=[CH:11][CH:10]=[C:9]([CH:14]=[CH:13]1)[CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])[OH:16])[NH2:19]']
219,219,[O:12]=[C:11]1[O:10][CH2:9][C:8]([C:5]2=[CH:4][CH:3]=[C:2]([CH3:1])[CH:7]=[CH:6]2)([CH:14]=[CH2:15])[O:13]1.[O:24]=[S:23](=[O:25])([C:20]=1[CH:21]=[CH:22][C:17](=[CH:18][CH:19]=1)[CH3:16])[N:26]=[C:27]2[C:28]([O:29][C:30]=3[CH:31]=[CH:32][CH:33]=[CH:34][C:35]2=3)=[CH:36][C:37]=4[CH:42]=[CH:41][CH:40]=[CH:39][CH:38]=4.O>>[O:24]=[S:23](=[O:25])([C:20]1=[CH:21][CH:22]=[C:17]([CH:18]=[CH:19]1)[CH3:16])[N:26]2[CH2:15][CH:14]=[C:8]([C:5]=3[CH:6]=[CH:7][C:2](=[CH:3][CH:4]=3)[CH3:1])[CH2:9][O:10][CH:36]([C:28]=4[O:29][C:30]=5[CH:31]=[CH:32][CH:33]=[CH:34][C:35]=5[C:27]2=4)[C:37]=6[CH:38]=[CH:39][CH:40]=[CH:41][CH:42]=6.O[C:11](=[O:12])[OH:13],True,[O:12]=[C:11]1[O:10][CH2:9][C:8]([C:5]2=[CH:4][CH:3]=[C:2]([CH3:1])[CH:7]=[CH:6]2)([CH:14]=[CH2:15])[O:13]1.[O:24]=[S:23](=[O:25])([C:20]=1[CH:21]=[CH:22][C:17](=[CH:18][CH:19]=1)[CH3:16])[N:26]=[C:27]2[C:28]([O:29][C:30]=3[CH:31]=[CH:32][CH:33]=[CH:34][C:35]2=3)=[CH:36][C:37]=4[CH:42]=[CH:41][CH:40]=[CH:39][CH:38]=4>>[O:24]=[S:23](=[O:25])([C:20]1=[CH:21][CH:22]=[C:17]([CH:18]=[CH:19]1)[CH3:16])[N:26]2[CH2:15][CH:14]=[C:8]([C:5]=3[CH:6]=[CH:7][C:2](=[CH:3][CH:4]=3)[CH3:1])[CH2:9][O:10][CH:36]([C:28]=4[O:29][C:30]=5[CH:31]=[CH:32][CH:33]=[CH:34][C:35]=5[C:27]2=4)[C:37]=6[CH:38]=[CH:39][CH:40]=[CH:41][CH:42]=6,"['append O when next to O or N', 'default single bond']",mcs-based,0.0199999995529651,['golden_dataset_734'],['golden_dataset'],[O:12]=[C:11]1[O:10][CH2:9][C:8]([C:5]2=[CH:4][CH:3]=[C:2]([CH3:1])[CH:7]=[CH:6]2)([CH:14]=[CH2:15])[O:13]1.[O:24]=[S:23](=[O:25])([C:20]=1[CH:21]=[CH:22][C:17](=[CH:18][CH:19]=1)[CH3:16])[N:26]=[C:27]2[C:28]([O:29][C:30]=3[CH:31]=[CH:32][CH:33]=[CH:34][C:35]2=3)=[CH:36][C:37]=4[CH:42]=[CH:41][CH:40]=[CH:39][CH:38]=4.O>>[O:24]=[S:23](=[O:25])([C:20]1=[CH:21][CH:22]=[C:17]([CH:18]=[CH:19]1)[CH3:16])[N:26]2[CH2:15][CH:14]=[C:8]([C:5]=3[CH:6]=[CH:7][C:2](=[CH:3][CH:4]=3)[CH3:1])[CH2:9][O:10][CH:36]([C:28]=4[O:29][C:30]=5[CH:31]=[CH:32][CH:33]=[CH:34][C:35]=5[C:27]2=4)[C:37]=6[CH:38]=[CH:39][CH:40]=[CH:41][CH:42]=6.O[C:11](=[O:12])[OH:13],[]
220,220,[CH3:13][C:12]([CH3:14])([CH3:15])[C:10](=[O:11])[O:9][CH:8]([C:16]#[C:17][C:18]([CH3:19])=[CH2:20])[C:6]([CH2:5][CH2:4][CH2:3][CH3:2])=[CH2:7].[OH2:1]>>[CH2:3]([CH2:4][CH2:5][C:6]=1[CH2:7][CH:17]([C:18]([CH3:19])=[CH2:20])[C:16]([CH:8]=1)=[O:1])[CH3:2].[OH:9][C:10](=[O:11])[C:12]([CH3:13])([CH3:14])[CH3:15],True,[CH3:13][C:12]([CH3:14])([CH3:15])[C:10](=[O:11])[O:9][CH:8]([C:16]#[C:17][C:18]([CH3:19])=[CH2:20])[C:6]([CH2:5][CH2:4][CH2:3][CH3:2])=[CH2:7].[OH2:1]>>[CH2:3]([CH2:4][CH2:5][C:6]=1[CH2:7][CH:17]([C:18]([CH3:19])=[CH2:20])[C:16]([CH:8]=1)=[O:1])[CH3:2],[],mcs-based,0.9990000128746032,['golden_dataset_736'],['golden_dataset'],[CH3:13][C:12]([CH3:14])([CH3:15])[C:10](=[O:11])[O:9][CH:8]([C:16]#[C:17][C:18]([CH3:19])=[CH2:20])[C:6]([CH2:5][CH2:4][CH2:3][CH3:2])=[CH2:7].[OH2:1]>>[CH2:3]([CH2:4][CH2:5][C:6]=1[CH2:7][CH:17]([C:18]([CH3:19])=[CH2:20])[C:16]([CH:8]=1)=[O:1])[CH3:2].[OH:9][C:10](=[O:11])[C:12]([CH3:13])([CH3:14])[CH3:15],[]
221,221,[O:24]=[S:23](=[O:25])([C:26]=1[CH:27]=[CH:28][C:29]([CH3:30])=[CH:31][CH:32]=1)[NH:22][C:21]=2[C:16](=[CH:17][CH:18]=[CH:19][CH:20]=2)[C:5]3([CH2:4][CH2:3][CH2:2][CH3:1])[O:6][CH:7]([C:10]4=[C:11]3[CH2:12][CH2:13][CH2:14][CH2:15]4)[O:8][CH3:9]>>[O:24]=[S:23](=[O:25])([N:22]1[CH:7]=[C:10]2[C:11]([C:16]=3[CH:17]=[CH:18][CH:19]=[CH:20][C:21]1=3)([CH2:12][CH2:13][CH2:14][CH2:15]2)[C:5]([CH2:4][CH2:3][CH2:2][CH3:1])=[O:6])[C:26]=4[CH:27]=[CH:28][C:29]([CH3:30])=[CH:31][CH:32]=4,False,[O:24]=[S:23](=[O:25])([C:26]=1[CH:27]=[CH:28][C:29]([CH3:30])=[CH:31][CH:32]=1)[NH:22][C:21]=2[C:16](=[CH:17][CH:18]=[CH:19][CH:20]=2)[C:5]3([CH2:4][CH2:3][CH2:2][CH3:1])[O:6][CH:7]([C:10]4=[C:11]3[CH2:12][CH2:13][CH2:14][CH2:15]4)[O:8][CH3:9]>>[O:24]=[S:23](=[O:25])([N:22]1[CH:7]=[C:10]2[C:11]([C:16]=3[CH:17]=[CH:18][CH:19]=[CH:20][C:21]1=3)([CH2:12][CH2:13][CH2:14][CH2:15]2)[C:5]([CH2:4][CH2:3][CH2:2][CH3:1])=[O:6])[C:26]=4[CH:27]=[CH:28][C:29]([CH3:30])=[CH:31][CH:32]=4,,,,['golden_dataset_739'],['golden_dataset'],,['[O:24]=[S:23](=[O:25])([C:26]=1[CH:27]=[CH:28][C:29]([CH3:30])=[CH:31][CH:32]=1)[NH:22][C:21]=2[C:16](=[CH:17][CH:18]=[CH:19][CH:20]=2)[C:5]3([CH2:4][CH2:3][CH2:2][CH3:1])[O:6][CH:7]([C:10]4=[C:11]3[CH2:12][CH2:13][CH2:14][CH2:15]4)[O:8][CH3:9]>>[O:24]=[S:23](=[O:25])([N:22]1[CH:7]=[C:10]2[C:11]([C:16]=3[CH:17]=[CH:18][CH:19]=[CH:20][C:21]1=3)([CH2:12][CH2:13][CH2:14][CH2:15]2)[C:5]([CH2:4][CH2:3][CH2:2][CH3:1])=[O:6])[C:26]=4[CH:27]=[CH:28][C:29]([CH3:30])=[CH:31][CH:32]=4']
222,222,[C:12](=[CH:13][CH:14]([C:16]1=[CH:17][CH:18]=[C:19]([CH:21]=[CH:22]1)[Cl:20])[OH:15])=[CH:11][C:9](=[O:10])[O:8][CH2:7][CH3:6].[CH3:1][Si:2]([CH3:3])([CH3:4])[Cl:5]>>[Cl:5][C:12]([CH:13]=[CH:14][C:16]1=[CH:22][CH:21]=[C:19]([CH:18]=[CH:17]1)[Cl:20])=[CH:11][C:9](=[O:10])[O:8][CH2:7][CH3:6].[CH3:1][Si:2]([CH3:3])([CH3:4])[OH:15],True,[C:12](=[CH:13][CH:14]([C:16]1=[CH:17][CH:18]=[C:19]([CH:21]=[CH:22]1)[Cl:20])[OH:15])=[CH:11][C:9](=[O:10])[O:8][CH2:7][CH3:6].[CH3:1][Si:2]([CH3:3])([CH3:4])[Cl:5]>>[Cl:5][C:12]([CH:13]=[CH:14][C:16]1=[CH:22][CH:21]=[C:19]([CH:18]=[CH:17]1)[Cl:20])=[CH:11][C:9](=[O:10])[O:8][CH2:7][CH3:6],['default single bond'],mcs-based,0.9959999918937684,['golden_dataset_759'],['golden_dataset'],[C:12](=[CH:13][CH:14]([C:16]1=[CH:17][CH:18]=[C:19]([CH:21]=[CH:22]1)[Cl:20])[OH:15])=[CH:11][C:9](=[O:10])[O:8][CH2:7][CH3:6].[CH3:1][Si:2]([CH3:3])([CH3:4])[Cl:5]>>[Cl:5][C:12]([CH:13]=[CH:14][C:16]1=[CH:22][CH:21]=[C:19]([CH:18]=[CH:17]1)[Cl:20])=[CH:11][C:9](=[O:10])[O:8][CH2:7][CH3:6].[CH3:1][Si:2]([CH3:3])([CH3:4])[OH:15],[]
223,223,[CH2:20]1[CH2:19][CH2:18][CH2:17][C:9]=2[C:6]=3[C:5](=[CH:4][CH:3]=[CH:2][CH:1]=3)[N:7]([C:10]([O:12][CH2:13][C:14]([CH3:16])=[CH2:15])=[O:11])[C:8]1=2>>[C:9]12([C:6]3=[C:5]([N:7]=[C:8]1[CH2:20][CH2:19][CH2:18][CH2:17]2)[CH:4]=[CH:3][CH:2]=[CH:1]3)[CH2:13][C:14](=[CH2:15])[CH3:16],False,[CH2:20]1[CH2:19][CH2:18][CH2:17][C:9]=2[C:6]=3[C:5](=[CH:4][CH:3]=[CH:2][CH:1]=3)[N:7]([C:10]([O:12][CH2:13][C:14]([CH3:16])=[CH2:15])=[O:11])[C:8]1=2>>[C:9]12([C:6]3=[C:5]([N:7]=[C:8]1[CH2:20][CH2:19][CH2:18][CH2:17]2)[CH:4]=[CH:3][CH:2]=[CH:1]3)[CH2:13][C:14](=[CH2:15])[CH3:16],,,,['golden_dataset_760'],['golden_dataset'],,['[CH2:20]1[CH2:19][CH2:18][CH2:17][C:9]=2[C:6]=3[C:5](=[CH:4][CH:3]=[CH:2][CH:1]=3)[N:7]([C:10]([O:12][CH2:13][C:14]([CH3:16])=[CH2:15])=[O:11])[C:8]1=2>>[C:9]12([C:6]3=[C:5]([N:7]=[C:8]1[CH2:20][CH2:19][CH2:18][CH2:17]2)[CH:4]=[CH:3][CH:2]=[CH:1]3)[CH2:13][C:14](=[CH2:15])[CH3:16]']
224,224,[CH:24]=1[CH:23]=[CH:22][C:21](=[CH:26][CH:25]=1)[NH2:27].[CH3:6][C:5]#[C:4][CH:2]([CH3:3])[O:1][C:7](=[CH:8][C:15](=[O:16])[CH2:17][O:18][CH2:19][CH3:20])[C:9]1=[CH:13][CH:14]=[CH:10][CH:11]=[CH:12]1>>[CH:11]1=[CH:10][CH:14]=[CH:13][C:9]([C:7]=2[N:27]([C:21]3=[CH:26][CH:25]=[CH:24][CH:23]=[CH:22]3)[C:4](=[C:5]([C:8]=2[C:15]([O:18][CH2:19][CH3:20])=[O:16])[CH3:6])[CH2:2][CH3:3])=[CH:12]1,False,[CH:24]=1[CH:23]=[CH:22][C:21](=[CH:26][CH:25]=1)[NH2:27].[CH3:6][C:5]#[C:4][CH:2]([CH3:3])[O:1][C:7](=[CH:8][C:15](=[O:16])[CH2:17][O:18][CH2:19][CH3:20])[C:9]1=[CH:13][CH:14]=[CH:10][CH:11]=[CH:12]1>>[CH:11]1=[CH:10][CH:14]=[CH:13][C:9]([C:7]=2[N:27]([C:21]3=[CH:26][CH:25]=[CH:24][CH:23]=[CH:22]3)[C:4](=[C:5]([C:8]=2[C:15]([O:18][CH2:19][CH3:20])=[O:16])[CH3:6])[CH2:2][CH3:3])=[CH:12]1,,,,['golden_dataset_779'],['golden_dataset'],,['[CH:24]=1[CH:23]=[CH:22][C:21](=[CH:26][CH:25]=1)[NH2:27].[CH3:6][C:5]#[C:4][CH:2]([CH3:3])[O:1][C:7](=[CH:8][C:15](=[O:16])[CH2:17][O:18][CH2:19][CH3:20])[C:9]1=[CH:13][CH:14]=[CH:10][CH:11]=[CH:12]1>>[CH:11]1=[CH:10][CH:14]=[CH:13][C:9]([C:7]=2[N:27]([C:21]3=[CH:26][CH:25]=[CH:24][CH:23]=[CH:22]3)[C:4](=[C:5]([C:8]=2[C:15]([O:18][CH2:19][CH3:20])=[O:16])[CH3:6])[CH2:2][CH3:3])=[CH:12]1']
225,225,[CH2:17]([CH3:16])[O:18][P:19]([O:21][CH2:22][CH3:23])([O:24][CH2:25][CH:26]=[CH:27][C:28]1=[CH:33][CH:32]=[CH:31][CH:30]=[CH:29]1)=[O:20].[CH3:1][N:2]([CH3:3])[CH2:4][C:5]([C:7]=1[CH:12]=[CH:11][C:10]([N+:13](=[O:15])[O-:14])=[CH:9][CH:8]=1)=[O:6]>>[CH3:1][N:2]([CH3:3])[CH:4]([CH:27]([C:28]=1[CH:29]=[CH:30][CH:31]=[CH:32][CH:33]=1)[CH:26]=[CH2:25])[C:5](=[O:6])[C:7]2=[CH:12][CH:11]=[C:10]([N+:13](=[O:15])[O-:14])[CH:9]=[CH:8]2.[CH3:16][CH2:17][O:18][P:19](=[O:20])([O:21][CH2:22][CH3:23])[OH:24],True,[CH2:17]([CH3:16])[O:18][P:19]([O:21][CH2:22][CH3:23])([O:24][CH2:25][CH:26]=[CH:27][C:28]1=[CH:33][CH:32]=[CH:31][CH:30]=[CH:29]1)=[O:20].[CH3:1][N:2]([CH3:3])[CH2:4][C:5]([C:7]=1[CH:12]=[CH:11][C:10]([N+:13](=[O:15])[O-:14])=[CH:9][CH:8]=1)=[O:6]>>[CH3:1][N:2]([CH3:3])[CH:4]([CH:27]([C:28]=1[CH:29]=[CH:30][CH:31]=[CH:32][CH:33]=1)[CH:26]=[CH2:25])[C:5](=[O:6])[C:7]2=[CH:12][CH:11]=[C:10]([N+:13](=[O:15])[O-:14])[CH:9]=[CH:8]2,[],mcs-based,1.0,['golden_dataset_782'],['golden_dataset'],[CH2:17]([CH3:16])[O:18][P:19]([O:21][CH2:22][CH3:23])([O:24][CH2:25][CH:26]=[CH:27][C:28]1=[CH:33][CH:32]=[CH:31][CH:30]=[CH:29]1)=[O:20].[CH3:1][N:2]([CH3:3])[CH2:4][C:5]([C:7]=1[CH:12]=[CH:11][C:10]([N+:13](=[O:15])[O-:14])=[CH:9][CH:8]=1)=[O:6]>>[CH3:1][N:2]([CH3:3])[CH:4]([CH:27]([C:28]=1[CH:29]=[CH:30][CH:31]=[CH:32][CH:33]=1)[CH:26]=[CH2:25])[C:5](=[O:6])[C:7]2=[CH:12][CH:11]=[C:10]([N+:13](=[O:15])[O-:14])[CH:9]=[CH:8]2.[CH3:16][CH2:17][O:18][P:19](=[O:20])([O:21][CH2:22][CH3:23])[OH:24],[]
226,226,[Br:2][CH3:1].[CH2:16]([CH2:17][CH2:18][C:19]=1[CH:21]([CH2:22][O:23][CH3:24])[CH:20]=1)[CH3:15].[CH3:3][Si:4]([CH3:5])([CH3:6])[C:7](=[O:8])[C:9]=1[CH:14]=[CH:13][CH:12]=[CH:11][CH:10]=1>>[CH3:24][O:23][CH2:22][CH:21]1[C:19]([CH:20]=[C:7]1[C:9]2=[CH:10][CH:11]=[CH:12][CH:13]=[CH:14]2)([CH2:18][CH2:17][CH2:16][CH3:15])[CH3:1],False,[Br:2][CH3:1].[CH2:16]([CH2:17][CH2:18][C:19]=1[CH:21]([CH2:22][O:23][CH3:24])[CH:20]=1)[CH3:15].[CH3:3][Si:4]([CH3:5])([CH3:6])[C:7](=[O:8])[C:9]=1[CH:14]=[CH:13][CH:12]=[CH:11][CH:10]=1>>[CH3:24][O:23][CH2:22][CH:21]1[C:19]([CH:20]=[C:7]1[C:9]2=[CH:10][CH:11]=[CH:12][CH:13]=[CH:14]2)([CH2:18][CH2:17][CH2:16][CH3:15])[CH3:1],,,,['golden_dataset_783'],['golden_dataset'],,['[Br:2][CH3:1].[CH2:16]([CH2:17][CH2:18][C:19]=1[CH:21]([CH2:22][O:23][CH3:24])[CH:20]=1)[CH3:15].[CH3:3][Si:4]([CH3:5])([CH3:6])[C:7](=[O:8])[C:9]=1[CH:14]=[CH:13][CH:12]=[CH:11][CH:10]=1>>[CH3:24][O:23][CH2:22][CH:21]1[C:19]([CH:20]=[C:7]1[C:9]2=[CH:10][CH:11]=[CH:12][CH:13]=[CH:14]2)([CH2:18][CH2:17][CH2:16][CH3:15])[CH3:1]']
227,227,[CH3:11][C:10]([CH3:12])([O:9][C:7]([C:15]1=[CH:16][N:17]([C:18]=2[CH:23]=[CH:22][CH:21]=[CH:20][C:19]1=2)[S:24](=[O:26])(=[O:25])[C:27]3=[CH:33][CH:32]=[C:30]([CH3:31])[CH:29]=[CH:28]3)([C:6]#[C:5][C:3](=[O:4])[O:2][CH3:1])[CH3:8])[O:13][CH3:14]>>[O:25]=[S:24](=[O:26])([N:17]1[C:16]=2[C:15](=[C:7]([CH3:8])[CH:6]([C:5]=2[C:3]([O:2][CH3:1])=[O:4])[O:13][CH3:14])[C:19]3=[CH:20][CH:21]=[CH:22][CH:23]=[C:18]13)[C:27]=4[CH:33]=[CH:32][C:30](=[CH:29][CH:28]=4)[CH3:31],False,[CH3:11][C:10]([CH3:12])([O:9][C:7]([C:15]1=[CH:16][N:17]([C:18]=2[CH:23]=[CH:22][CH:21]=[CH:20][C:19]1=2)[S:24](=[O:26])(=[O:25])[C:27]3=[CH:33][CH:32]=[C:30]([CH3:31])[CH:29]=[CH:28]3)([C:6]#[C:5][C:3](=[O:4])[O:2][CH3:1])[CH3:8])[O:13][CH3:14]>>[O:25]=[S:24](=[O:26])([N:17]1[C:16]=2[C:15](=[C:7]([CH3:8])[CH:6]([C:5]=2[C:3]([O:2][CH3:1])=[O:4])[O:13][CH3:14])[C:19]3=[CH:20][CH:21]=[CH:22][CH:23]=[C:18]13)[C:27]=4[CH:33]=[CH:32][C:30](=[CH:29][CH:28]=4)[CH3:31],,,,['golden_dataset_788'],['golden_dataset'],,['[CH3:11][C:10]([CH3:12])([O:9][C:7]([C:15]1=[CH:16][N:17]([C:18]=2[CH:23]=[CH:22][CH:21]=[CH:20][C:19]1=2)[S:24](=[O:26])(=[O:25])[C:27]3=[CH:33][CH:32]=[C:30]([CH3:31])[CH:29]=[CH:28]3)([C:6]#[C:5][C:3](=[O:4])[O:2][CH3:1])[CH3:8])[O:13][CH3:14]>>[O:25]=[S:24](=[O:26])([N:17]1[C:16]=2[C:15](=[C:7]([CH3:8])[CH:6]([C:5]=2[C:3]([O:2][CH3:1])=[O:4])[O:13][CH3:14])[C:19]3=[CH:20][CH:21]=[CH:22][CH:23]=[C:18]13)[C:27]=4[CH:33]=[CH:32][C:30](=[CH:29][CH:28]=4)[CH3:31]']
228,228,[Br:16][Br:17].[CH2:3]([CH:2]=[CH2:1])[CH:4]([O:7][CH:8]([CH2:13][CH:14]=[CH2:15])[O:9][C:10](=[O:11])[CH3:12])[CH:5]=[CH2:6].[H].[H]>>[CH2:3]1[CH:4]([O:7][CH:8]([CH2:1][CH:2]1[Br:16])[CH2:13][CH:14]=[CH2:15])[CH:5]=[CH2:6].[BrH:17].[OH:9][C:10](=[O:11])[CH3:12],True,[Br:16][Br:17].[CH2:3]([CH:2]=[CH2:1])[CH:4]([O:7][CH:8]([CH2:13][CH:14]=[CH2:15])[O:9][C:10](=[O:11])[CH3:12])[CH:5]=[CH2:6]>>[CH2:3]1[CH:4]([O:7][CH:8]([CH2:1][CH:2]1[Br:16])[CH2:13][CH:14]=[CH2:15])[CH:5]=[CH2:6],['bond restriction'],mcs-based,0.9900000095367432,['golden_dataset_800'],['golden_dataset'],[Br:16][Br:17].[CH2:3]([CH:2]=[CH2:1])[CH:4]([O:7][CH:8]([CH2:13][CH:14]=[CH2:15])[O:9][C:10](=[O:11])[CH3:12])[CH:5]=[CH2:6].[H].[H]>>[CH2:3]1[CH:4]([O:7][CH:8]([CH2:1][CH:2]1[Br:16])[CH2:13][CH:14]=[CH2:15])[CH:5]=[CH2:6].[BrH:17].[OH:9][C:10](=[O:11])[CH3:12],[]
229,229,[CH3:23][Si:22]([CH3:24])([CH3:25])[C:21]#[C:20][C:18]([C:17]([C:26]=1[CH:31]=[CH:30][CH:29]=[CH:28][CH:27]=1)=[CH:16][O:15][CH2:14][CH3:13])=[O:19].[NH:6]1[C:2](=[CH:3][C:4](=[N:5]1)[C:7]2=[CH:8][CH:9]=[CH:10][CH:11]=[CH:12]2)[NH2:1]>>[CH3:23][Si:22]([CH3:24])([CH3:25])[C:21]#[C:20][C:18]1=[C:17]([CH:16]=[N:1][C:2]=2[N:6]1[N:5]=[C:4]([C:7]=3[CH:12]=[CH:11][CH:10]=[CH:9][CH:8]=3)[CH:3]=2)[C:26]4=[CH:31][CH:30]=[CH:29][CH:28]=[CH:27]4.[CH3:13][CH2:14][OH:15].[OH2:19],True,[CH3:23][Si:22]([CH3:24])([CH3:25])[C:21]#[C:20][C:18]([C:17]([C:26]=1[CH:31]=[CH:30][CH:29]=[CH:28][CH:27]=1)=[CH:16][O:15][CH2:14][CH3:13])=[O:19].[NH:6]1[C:2](=[CH:3][C:4](=[N:5]1)[C:7]2=[CH:8][CH:9]=[CH:10][CH:11]=[CH:12]2)[NH2:1]>>[CH3:23][Si:22]([CH3:24])([CH3:25])[C:21]#[C:20][C:18]1=[C:17]([CH:16]=[N:1][C:2]=2[N:6]1[N:5]=[C:4]([C:7]=3[CH:12]=[CH:11][CH:10]=[CH:9][CH:8]=3)[CH:3]=2)[C:26]4=[CH:31][CH:30]=[CH:29][CH:28]=[CH:27]4,[],mcs-based,0.975000023841858,['golden_dataset_821'],['golden_dataset'],[CH3:23][Si:22]([CH3:24])([CH3:25])[C:21]#[C:20][C:18]([C:17]([C:26]=1[CH:31]=[CH:30][CH:29]=[CH:28][CH:27]=1)=[CH:16][O:15][CH2:14][CH3:13])=[O:19].[NH:6]1[C:2](=[CH:3][C:4](=[N:5]1)[C:7]2=[CH:8][CH:9]=[CH:10][CH:11]=[CH:12]2)[NH2:1]>>[CH3:23][Si:22]([CH3:24])([CH3:25])[C:21]#[C:20][C:18]1=[C:17]([CH:16]=[N:1][C:2]=2[N:6]1[N:5]=[C:4]([C:7]=3[CH:12]=[CH:11][CH:10]=[CH:9][CH:8]=3)[CH:3]=2)[C:26]4=[CH:31][CH:30]=[CH:29][CH:28]=[CH:27]4.[CH3:13][CH2:14][OH:15].[OH2:19],[]
230,230,[CH:40]=1[C:38](=[CH:37][CH:36]=[C:35]([CH:41]=1)[O:34][CH3:33])[I:39].[CH3:1][C:2]([CH3:3])([CH3:4])[N+:5]#[C-:6].[CH3:7][C:8]([CH3:9])([CH3:10])[N+:11]#[C-:12].[OH2:42].[O:18]=[S:17](=[O:19])([C:20]=1[CH:26]=[CH:25][C:23]([CH3:24])=[CH:22][CH:21]=1)[NH:16][N:15]=[C:14]([C:27]=2[CH:28]=[CH:29][CH:30]=[CH:31][CH:32]=2)[CH3:13]>>[CH3:7][C:8]([CH3:9])([CH3:10])[NH:11][C:12]=1[C:14](=[CH:13][N:5]([C:6]=1[C:38]=2[CH:37]=[CH:36][C:35](=[CH:41][CH:40]=2)[O:34][CH3:33])[C:2]([CH3:1])([CH3:3])[CH3:4])[C:27]=3[CH:28]=[CH:29][CH:30]=[CH:31][CH:32]=3,False,[CH:40]=1[C:38](=[CH:37][CH:36]=[C:35]([CH:41]=1)[O:34][CH3:33])[I:39].[CH3:1][C:2]([CH3:3])([CH3:4])[N+:5]#[C-:6].[CH3:7][C:8]([CH3:9])([CH3:10])[N+:11]#[C-:12].[OH2:42].[O:18]=[S:17](=[O:19])([C:20]=1[CH:26]=[CH:25][C:23]([CH3:24])=[CH:22][CH:21]=1)[NH:16][N:15]=[C:14]([C:27]=2[CH:28]=[CH:29][CH:30]=[CH:31][CH:32]=2)[CH3:13]>>[CH3:7][C:8]([CH3:9])([CH3:10])[NH:11][C:12]=1[C:14](=[CH:13][N:5]([C:6]=1[C:38]=2[CH:37]=[CH:36][C:35](=[CH:41][CH:40]=2)[O:34][CH3:33])[C:2]([CH3:1])([CH3:3])[CH3:4])[C:27]=3[CH:28]=[CH:29][CH:30]=[CH:31][CH:32]=3,,,,['golden_dataset_823'],['golden_dataset'],,['[CH:40]=1[C:38](=[CH:37][CH:36]=[C:35]([CH:41]=1)[O:34][CH3:33])[I:39].[CH3:1][C:2]([CH3:3])([CH3:4])[N+:5]#[C-:6].[CH3:7][C:8]([CH3:9])([CH3:10])[N+:11]#[C-:12].[OH2:42].[O:18]=[S:17](=[O:19])([C:20]=1[CH:26]=[CH:25][C:23]([CH3:24])=[CH:22][CH:21]=1)[NH:16][N:15]=[C:14]([C:27]=2[CH:28]=[CH:29][CH:30]=[CH:31][CH:32]=2)[CH3:13]>>[CH3:7][C:8]([CH3:9])([CH3:10])[NH:11][C:12]=1[C:14](=[CH:13][N:5]([C:6]=1[C:38]=2[CH:37]=[CH:36][C:35](=[CH:41][CH:40]=2)[O:34][CH3:33])[C:2]([CH3:1])([CH3:3])[CH3:4])[C:27]=3[CH:28]=[CH:29][CH:30]=[CH:31][CH:32]=3']
